Ecosystem,Package,Version,License,Notes
Rust,zbus-lockstep-macros,0.5.2,MIT,
Rust,zbus_macros,5.18.0,MIT,
Rust,zbus_names,4.3.4,MIT,
Rust,zbus_xml,5.2.1,MIT,
Rust,zerocopy,0.8.55,BSD-2-Clause OR Apache-2.0 OR MIT,
Rust,zerocopy-derive,0.8.55,BSD-2-Clause OR Apache-2.0 OR MIT,
Rust,zerofrom,0.1.8,Unicode-3.0,
Rust,zerofrom-derive,0.1.7,Unicode-3.0,
Rust,zeroize,1.9.0,Apache-2.0 OR MIT,
Rust,zeroize_derive,1.5.0,Apache-2.0 OR MIT,
Rust,zerotrie,0.2.4,Unicode-3.0,
Rust,zerovec,0.11.6,Unicode-3.0,
Rust,zerovec-derive,0.11.3,Unicode-3.0,
Rust,zip,8.6.0,MIT,
Rust,zlib-rs,0.6.6,Zlib,
Rust,zmij,1.0.23,MIT,
Rust,zopfli,0.8.3,Apache-2.0,
Rust,zstd,0.13.3,MIT,
Rust,zstd-safe,7.2.4,MIT OR Apache-2.0,
Rust,zstd-sys,2.0.16+zstd.1.5.7,MIT/Apache-2.0,
Rust,zune-core,0.5.1,MIT OR Apache-2.0 OR Zlib,
Rust,zune-inflate,0.2.54,MIT OR Apache-2.0 OR Zlib,
Rust,zune-jpeg,0.5.15,MIT OR Apache-2.0 OR Zlib,
Rust,zvariant,5.13.1,MIT,
Rust,zvariant_derive,5.13.1,MIT,
Rust,zvariant_utils,3.5.0,MIT,
Python,FastAPI,0.111.0,MIT,
Python,Celery,5.4.0,BSD-3-Clause,
Python,PyO3,0.21.0,Apache-2.0,
C++,ORB-SLAM2,1.0.0,GPL-3.0,WARNING: Commercial Conflict
C++,OpenCV,4.10.0,Apache-2.0,
